hieroglyph	gardiner_codes	transliteration	english	occurrence
𓎛𓂝𓀠𓀁	V28,D36,A28,A2	Hai	rejoice	0.0
𓎛𓂝𓅱	V28,D36,G43	Hai	rejoice	0.0
𓎛𓂝𓀠𓏛	V28,D36,A28,Y1	Hai	rejoice	0.0
𓎛𓂝𓏛	V28,D36,Y1	Hai	rejoice	0.0
𓎛𓂝𓇋𓇋𓀠𓏛	V28,D36,M17,M17,A28,Y1	Hai	rejoice	0.0
𓎛𓂝𓅱𓏏𓀠𓏪	V28,D36,G43,X1,A28,Z3	Hawt	joy	0.0
𓎛𓂝𓏏𓀠𓏧	V28,D36,X1,A28,Z2B	Hawt	joy	0.0
𓎛𓉻𓂝𓄿𓀔𓀀𓏥	V28,O29,D36,G1,A17,A1,Z2	HaAw	children	0.0
𓎛𓄿𓅪𓏥	V28,O29V,G1,G37,Z2	HaAw	children	0.0
𓎛𓂝𓅱𓀔𓀀	V28,O29V,D36,G43,A17,A1	HaAw	children	0.0
𓎛𓂝𓂝𓅱𓀠𓏛	V28,D36,D36,G43,A28,Y1	Haaw	rejoice	0.0
𓎛𓂝𓂝𓀠	V28,D36,D36,A28	Haaw	rejoice	0.0
𓎛𓂝𓂝𓅱𓏏𓀠	V28,D36,D36,G43,X1,A28	Haawt	joy	0.0
𓎛𓂝𓅱𓅱𓊛𓏥	V28,D36,G43,G43,P1,Z2	Haaw	ships	0.0
𓎛𓂝𓊞𓏥	V28,D36,P3,Z2	Haww	ships	0.0
𓎛𓂝𓅱𓊞𓏥	V28,D36,G43,P3,Z2	Haww	ships	0.0
𓎛𓂝𓊪𓈗	V28,D36,Q3,N35A	Hapy	Nile	0.0
𓎛𓊪𓈘	V28,Q3,N36	Hapy	Nile	0.0
𓎛𓂝𓊪𓂋𓈗𓈙𓏥	V28,D36,Q3,D21,N35A,N37,Z2	Hapy	Nile	0.0
𓎛𓂋𓊪𓈙𓀭	V28,D21,Q3,N37,A40	Hapy	Nile	0.0
𓎛𓂝𓍑𓄿𓀜	V28,D36,U28,G1,A24	HaDA	plunder	0.0
𓎛𓂝𓍑𓄿𓀜	V28,D36,U28,G1,A24	HaDA	robbery	0.0
𓎛𓂝𓍑𓄿𓅱𓏏𓅪𓀜𓏪	V28,D36,U28,G1,G43,X1,G37,A24,Z3	HadAwt	robbery	0.0
𓎛𓅱𓀭	V28,G43,A40	Hw	Authoritative Utterance	0.0
𓎛𓅱𓄑𓏛𓀭	V28,G43,F18,Y1,A40	Hw	Authoritative Utterance	0.0
𓎛𓅱𓅆	V28,G43,G7	Hw	(royal) ordinance	0.0
𓎛𓅱𓅱	V28,G43,G43	Hww	proclaim	0.0
𓎛𓅱	V28,G43	Hww	proclaim	0.0
𓎛𓅱𓏮𓀁	V28,G43,Z4A,A2	Hww	proclaim	0.0
𓎛𓅱𓁸𓏥	V28,G43,D3,Z2	Hww	beat (of wings)	0.0
𓎛𓅱𓏳𓏥	V28,G43,Z8,Z2	Hw	food	0.0
𓎛𓅱𓀭	V28,G43,A40	Hw	food	0.0
𓎛𓄑𓏥	V28,F18,Z2	Hw	food	0.0
𓎛𓅱𓄑𓏛	V28,G43,F18,Y1	Hw	food	0.0
𓎛𓅱𓄑𓏥	V28,G43,F18,Z2	Hw	food	0.0
𓎛𓀝𓀜	V28,A25,A24	Hwi	beat, srike, smite, defeat (in argument), drive off (cattle)	0.0
𓎛𓀝𓀜	V28,A25,A24	Hwi	drive in (mooring post), flap (wings), clap, gather (crops)	0.0
𓎛𓀝𓀜	V28,A25,A24	Hwi	thresh (corn),throw (against), tread (road etc..), roam (the earth)	0.0
𓎛𓅱𓀜	V28,G43,A24	Hwi	drive off (cattle)	0.0
𓎛𓌈	V28,T2	Hwi	flap (wings)	0.0
𓎛𓏏𓂝	V28,X1,D36	Hwt  a	extending the arm	0.0
𓎛𓏏𓂡	V28,X1,D40	Hwt	stroke (of falcon)	0.0
𓎛𓏷𓀜𓈗	V28,A90D,Z12,A24,N35A	Hwi	surge up, overflow, rain	0.0
𓎛𓏲𓀜	V28,Z7,A24	Hwi	surge up, overflow	0.0
𓎛𓀜𓂡	V28,A24,D40	Hwi	surge up, overflow	0.0
𓎛𓀜𓏷𓀜𓈗	V28,A24,Z12,A24,N35A	Hwi	surge up, overflow, rain	0.0
𓎛𓀝𓇋𓇋𓏏𓈗	V28,A25,M17,M17,X1,N35A	Hwyt	rain	0.0
𓎛𓀜𓈖𓏭𓂋𓁷𓏤𓂡	V28,A24,N35,Z4,D21,D2,Z1,D40	Hw  ny  r  Hr	combat	0.0
𓎛𓀜𓏷𓀜𓈖𓏭𓂋𓁷𓏤𓀜	V28,A24,Z12,A24,N35,Z4,D21,D2,Z1,A24	Hw  ny  r  Hr	combat	0.0
𓎛𓅱𓂸𓃒𓏥	V28,G43,D52,E1,Z2	Hww	a class of bulls, cattle (en general)	0.0
𓎛𓅱𓅱𓃒𓏥	V28,G43,G43,E1,Z2	Hww	a class of bulls, cattle (en general)	0.0
𓎛𓅱𓇋𓇋𓅱𓃒𓏪	V28,G43,M17,M17,G43,E1,Z3	Hww	a class of bulls, cattle (en general)	0.0
𓎛𓅱𓏭	V28,G43,Z4	Hwy	would that !	0.0
𓎛𓅱	V28,G43	Hwy	would that !	0.0
𓎛𓍯𓄿	V28,V4,G1,J2	HwA	foul, offensive, rot, putrefy, smell offensive, spoil (enjoyment)	0.0
𓎛𓍯𓄿𓄿𓏏𓏥	V28,V4,G1,G1,X1,J2,Z2	HwAAt	putrefaction	0.0
𓎛𓍯𓄿𓅱𓏏	V28,V4,G1,G43,X1,J3	HwAAt	putrefaction	0.0
𓎛𓅱𓂝𓅪	V28,G43,D36,G37	Hwa	short	0.0
𓎛𓂝𓅪	V28,D36,G37	Hwa	short	0.0
𓎛𓅱𓂝𓅪𓄣𓏤	V28,G43,D36,G37,F34,Z1	Hwa  ib	apprehensive	0.0
𓎛𓂝𓅱𓂢𓀀𓏥	V28,D36,G43,D41,A1,Z2	Hwaw	short men	0.0
𓎛𓃹𓈖𓀔	V28,E34,N35,A17	Hwn	child, young man	0.0
𓎛𓇬𓈖	V28,M42,N35,A17D	Hwn	child, young man	0.0
𓎛𓃹𓈖𓇬𓀔	V28,E34,N35,M42,A17	Hwn	child, young man	0.0
𓎛𓇬𓏏𓈖𓀔	V28,M42,X1,N35,A17	Hwnt	maiden	0.0
𓎛𓇬𓈖𓏌𓏏𓀔𓁐	V28,M42,N35,W24,X1,A17,B1	Hwnt	maiden	0.0
𓎛𓇬𓈖𓀔	V28,M42,N35,A17	Hwn	be rejuvenated, refreshed, youthful vigour	0.0
𓎛𓃹𓈖𓀔	V28,E34,N35,A17	Hwn	youthful vigour	0.0
𓎛𓃹𓈖𓄹	V28,E34,N35,F51	Hwn	rib-roast	0.0
𓎛𓇬𓈖𓏏𓏤	V28,M42,N35,X1,Z1	Hwnt	pupil (of eye)	0.0
𓎛𓅨𓂋𓅱𓅪𓀀	V28,G36,D21,G43,G37,A1	Hwrw	poor, humble man, despicable person	0.0
𓎛𓅨𓂋𓅱𓅪𓏥	V28,G36,D21,G43,G37,Z2	Hwrw	the meanest of birds	0.0
𓎛𓅨𓂋𓅱𓀔𓀀	V28,G36,D21,G43,A17,A1	Hwrw	poor, humble man, despicable person	0.0
𓎛𓅨𓂋𓅱𓀔𓅪𓀀	V28,G36,D21,G43,A17,G37,A1	Hwrw	poor, humble man, despicable person	0.0
𓎛𓅨𓂋𓅱𓅪𓄣𓏤	V28,G36,D21,G43,G37,F34,Z1	Hwrw  ib	poor of understanding	0.0
𓎛𓅨𓂋𓅱𓀁	V28,G36,D21,G43,A2	Hwrw	speak ill ?, decry ?	0.0
𓎛𓅱𓏏𓆑𓀜	V28,G43,X1,I9,A24	Hwtf	rob, plunder	0.0
𓎛𓅱𓏏𓆑𓍢𓂡	V28,G43,X1,I9,V1,D40	Hwtf	rob, plunder	0.0
𓎛𓎱𓃀	V28,W3,D58	Hb	festival	0.0
𓎛𓇳𓎱𓃀	V28,N5,W3,D58	Hb	festival	0.0
𓎛𓃀𓏝	V28,D58,Y2	Hb	festival	0.0
𓎛𓃀𓋴𓂧𓈅𓎱𓇳	V28,D58,S29,D46,N21,W3,N5	Hb  sd	jubilee	0.0
𓎛𓃀𓎱𓂡	V28,D58,W3,D40	Hb	celebrate a triumph	0.0
𓎛𓎱𓃀	V28,W3,D58	Hb	celebrate a triumph	0.0
𓎛𓃀𓎱𓏛	V28,D58,W3,Y1	Hb	celebrate a triumph	0.0
𓎛𓃀𓎱𓂘𓂡	V28,D58,W3,D32,D40	Hb	celebrate a triumph	0.0
𓎛𓃀𓇋𓇋𓎳	V28,D58,M17,M17,W4	Hby	be festal, make festival	0.0
𓎛𓃀𓎳𓇋𓇋	V28,D58,W4,M17,M17	Hby	be festal, make festival	0.0
𓎛𓃀𓎱𓀜	V28,D58,W3,A24	Hb	mourn	0.0
𓎛𓃀𓏏𓎱𓍼	V28,D58,X1,W3,V12	Hbt	ritual book	0.0
𓎛𓌨𓃀	V28,T28,D58	Xry  Hbt	lector (priest)	0.0
𓎛𓃀𓇋𓇋𓏏𓎳	V28,D58,M17,M17,X1,W4	Hbyt	festival offerings	0.0
𓎛𓃀𓎳𓇋𓇋𓏏𓏥	V28,D58,W4,M17,M17,X1,Z2	Hbyt	festival offerings	0.0
𓎛𓃀𓇋𓇋𓏏𓏫	V28,D58,M17,M17,X1,Y24,Z3A	Hbyt	festival offerings	0.0
𓎛𓃀𓎳𓅭𓆛𓏥	V28,D58,W4,G39,K1,Z2	Hb	catch (of fish and fowl)	0.0
𓎛𓃀𓅭𓆛𓏥	V28,D58,G39,K1,Z2	Hb	catch (of fish and fowl)	0.0
𓎛𓎱𓃀𓅭𓏥𓆛𓏥	V28,W3,D58,G39,Z2,K1,Z2	Hb	catch (of fish and fowl)	0.0
𓎛𓃀𓅡𓄿𓃀𓅡𓄿𓂻	V28,D58,G29,G1,D58,G29,G1,D54	HbAbA	waddle	0.0
𓎛𓃀𓂝𓌙𓌙𓏛	V28,D58,D36,T14,T14,Y1	Hba	play (draughts)	0.0
𓎛𓂝𓃀𓂡	V28,D36,D58,D40	Hba	play (draughts)	0.0
𓎛𓃀𓅱	V28,D58,G43,Z26	Hbw	target	0.0
𓎛𓃀𓅱𓊌	V28,D58,G43,O39	Hbw	target	0.0
𓎛𓃀𓏯	V28,D58,Z5	Hbw	target	0.0
𓎛𓃀𓃀𓏏𓈗	V28,D58,D58,X1,N35A	Hbbt	water	0.0
𓎛𓃀𓃀𓈅𓈗	V28,D58,D58,N21,N35A	Hbbt	water	0.0
𓎛𓃀𓋴𓋳𓁷𓏤	V28,D58,S29,S28,D2,Z1	Hbs  Hr	be inaccessible to pleas  (cover the face)	0.0
𓎛𓃀𓋴𓋳𓁶𓏤	V28,D58,S29,S28,D1,Z1	Hbs  Hr	cover the head	0.0
𓎛𓃀𓋴𓏲𓋳𓏤𓏥	V28,D58,S29,Z7,S28,Z1,Z2	Hbsw	deception ?	0.0
𓎛𓃀𓋴𓏏𓅱	V28,D58,S29,X1,G43	Hbswt	cloth	0.0
𓎛𓃀𓊃𓋳𓂡	V28,D58,O34,S28,D40	Hbs	bear (flabellum)	0.0
𓎛𓃀𓋴𓅱	V28,D58,S29,G43,J19	Hbsw	bundle ?	0.0
𓎛𓊪𓈘	V28,Q3,N36	Hapy	Nile	0.0
𓎛𓃀𓋴𓇋𓇋𓏏𓋳	V28,D58,S29,M17,M17,X1,S28	Hbsyt	wife	0.0
𓎛𓊪𓏏𓊦	V28,Q3,X1,P10	Hpt	oar	0.0
𓎛𓊪𓏏	V28,Q3,X1,J5	Hpt	oar	0.0
𓎛𓊪𓏏𓊤	V28,Q3,X1,P8	Hpt	oar	0.0
𓎛𓊪𓇋𓇋	V28,Q3,J5,M17,M17	Hpy	Hapy   (one of the four sons of Horus)	0.0
𓎛𓊪𓅱𓃒	V28,Q3,G43,J5,E1	Hpw	Apis Bull	0.0
𓎛𓊪𓅭𓃒	V28,J5,Q3,G39,E1	Hpw	Apis Bull	0.0
𓎛𓊪𓎼𓏏	V28,Q3,W11,X1	Hpgt	a leaping dance	0.0
𓎛𓊪𓏏𓂻	V28,Q3,X1,D54	Hpt	travel	0.0
𓎛𓊪𓏏𓂘𓏏𓂻	V28,Q3,X1,D32,X1,D54	Hptt	course (of sun or moon)	0.0
𓎛𓊪𓏏𓌒𓏏𓂻	V28,Q3,X1,T9,X1,D54	Hptt	course (of sun and moon)	0.0
𓎛𓊪𓏏𓂘	V28,Q3,X1,D32	Hpt	embrace, armful	0.0
𓎛𓊪𓏏𓂘𓂝	V28,Q3,X1,D32,D36	Hpt	embrace	0.0
𓎛𓊪𓏏𓅱𓂘𓆱𓏥	V28,Q3,X1,G43,D32,M3,Z2	Hptw	cross-timber (of door leaves), ribs ? (of boat)	0.0
𓎛𓊪𓏏𓅱𓆱𓏥	V28,Q3,X1,G43,M3,Z2	Hptw	cross-timbers (of door-leaves), ribs (of boat)	0.0
𓎛𓊪𓂧𓂏	V28,Q3,D46,D25	Hpd	open (mouth)	0.0
𓎛𓆑𓂻	V28,I9,D54	Hf	range (hills, of lion)	0.0
𓎛𓆑𓄿𓅱𓆙	V28,I9,G1,G43,I14	HfAw	snake	0.0
𓎛𓆑𓄫𓅱𓆙	V28,I9,F40,G43,I14	HfAw	snake	0.0
𓎛𓆑𓄿𓏏	V28,I9,G1,X1,A16A	HfAt	crawling posture	0.0
𓎛𓆑𓄿𓏏𓂻	V28,I9,G1,X1,D54	HfAt	crawling posture	0.0
𓎛𓆑𓂧𓂻	V28,I9,D46,D54	Hfd	climb	0.0
𓎛𓆑𓂧𓀉	V28,I9,D46,A7	Hfd	sit	0.0
𓎛𓈞𓅓𓅱𓆱	V28,N41,G17,G43,M3	Hmw	steering-oar	0.0
𓎛𓅓𓄿	V28,G17,G1,Y24	HmA	ball	0.0
𓎛𓌳𓄿𓆇	V28,U1,G1,H8	HmA	ball	0.0
𓎛𓌳𓄿𓏏𓍖𓈒𓏥	V28,U1,G1,X1,U32,N33,Z2	HmAt	salt	0.0
𓎛𓌴𓏏𓈒𓏥	V28,U2,X1,N33,Z2	HmAt	salt	0.0
𓎛𓌳𓄿𓎼𓏏𓈒𓏥	V28,U1,G1,W11,X1,N33,Z2	HmAgt	carnelian, garnet	0.0
𓎛𓅓𓎼𓏏𓏥	V28,G17,W11,X1,Z2	HmAgt	carnelian, garnet	0.0
𓎛𓈞𓅱𓋴𓏏	V28,N41,G43,S29,X1,T62	Hmwst	female counterpart of the KA	0.0
𓎛𓅓𓅓𓈔𓏤	V28,G17,G17,N34,Z1	Hmm	surgeon''s knife ?	0.0
𓎛𓈞𓋴𓀉	V28,N41,S29,A7	Hmsi	sit, sit down, dwell (in), seat (someone)	0.0
𓎛𓈞𓋴	V28,N41,S29,A285	Hmsi	sit down	0.0
𓎛𓈞𓋴𓀉𓁷𓏤	V28,N41,S29,A7,D2,Z1	Hms  Hr	besiege (town)	0.0
𓎛𓅓𓊃𓀉	V28,G17,O34,A7	Hmsi	occupy (a place)	0.0
𓎛𓈞𓋴𓂸	V28,N41,S29,D52	Hms	penis	0.0
𓎛𓅓𓎼𓏏𓈓	V28,G17,W11,X1,N33A	HmAgt	carnelian	0.0
𓎛𓆰𓈖𓎨	V28,M2,N35,V36	Hn	encumber, obstruct	0.0
𓎛𓆰𓈖𓏛	V28,M2,N35,Y1	Hn	provide, equip, command, govern, control (oneself)	0.0
𓎛𓆰𓈖𓏛	V28,M2,N35,Y1	Hn	charge (someone with task), commend (someone), occupy (oneself)	0.0
𓎛𓆰𓈖𓎨𓏛	V28,M2,N35,V36,Y1	Hn	control (oneself)	0.0
𓎛𓆰𓈖𓎨𓅪	V28,M2,N35,V36,G37	Hn	control (one''s mouth)	0.0
𓎛𓆰𓈖𓏏𓎨𓏛𓏥	V28,M2,N35,X1,V36,Y1,Z2	Hnt	occupation, craft, business, services	0.0
𓎛𓆰𓈖𓏏𓏛	V28,M2,N35,X1,Y1	Hnt	occupation, craft, business, services	0.0
𓎛𓆰𓈖𓏌𓅱𓂡𓀀𓏪	V28,M2,N35,W24,G43,D40,A1,Z3	Hnw	(military) Commanders	0.0
𓎛𓌼𓈖𓏌𓏲𓏏𓏮𓀀	V28,U8,N35,W24,Z7,X1,Z4A,A1	Hnwty	servant	0.0
𓎛𓆰𓈖𓂻	V28,M2,N35,D54	Hn	go speedily, an attack	0.0
𓎛𓆰𓈖𓏏𓈙	V28,M2,N35,X1,N37	Hnt	swampy lake, watercourse	0.0
𓎛𓆰𓈖𓏏𓏯𓈘𓈇	V28,M2,N35,X1,Z5,N36,N23	Hnt	swampy lake, watercourse	0.0
𓎛𓈖𓏏𓎺	V28,N35,X1,W10	Hnt	cup	0.0
𓎛𓆰𓈖𓏏𓏛	V28,M2,N35,X1,Y1	Hnt	space (of time), lifetime	0.0
𓎛𓆰𓈖𓏏𓏭𓎨𓎨	V28,M2,N35,X1,Z4,V36,V36	Hnty	the two sides / ends (of a space),	0.0
𓎛𓆰𓈖𓏏𓏭𓎨𓎨𓈐𓈐	V28,M2,N35,X1,Z4,V36,V36,N31,N31	Hnty	the two sides, the two ends (of space)	0.0
𓎛𓆰𓈖𓏏𓏭𓎨𓎨	V28,M2,N35,X1,Z4,V36,V36	Hnty	the two sides/ends (of time)	0.0
𓎛𓆰𓈖𓏏𓏭𓈐	V28,M2,N35,X1,Z4,N31	Hnty	the two sides (of time), the two ends (of time), eternity	0.0
𓎛𓆰𓈖𓏏𓏮𓎨	V28,M2,N35,X1,Z4A,V36	Hnty	the two sides (of time), the two ends (of time), eternity	0.0
𓎛𓆰𓈖𓏏𓍘𓇋𓏝	V28,M2,N35,X1,U33,M17,Y2	Hnty	the two sides (of time), the two ends (of time), continually, eternity,	0.0
𓎛𓌼𓈖𓏏𓏭𓂻	V28,U8,N35,X1,Z4,D54	Hnty	the two sides (of time), the two ends (of time), eternity	0.0
𓎛𓆰𓈖𓏌𓏲𓈗𓈘𓈇𓏤	V28,M2,N35,W24,Z7,N35A,N36,N23,Z1	Hnw	canal	0.0
𓎛𓆰𓈖𓇋𓆰	V28,M2,N35,M17,M2	Hni	rush (plant)	0.0
𓎛𓆰𓈖𓆰	V28,M2,N35,M2	Hni	rush	0.0
𓎛𓆰𓈖𓇋𓇋𓏏	V28,M2,N35,M17,M17,X1,T80A	Hnyt	spear	0.0
𓎛𓈖𓇋𓇋𓏏	V28,N35,M17,M17,X1,T80	Hnyt	spear	0.0
𓎛𓈖𓂝𓏥	V28,N35,D36,Z2	Hna	together with, and, therewith, together with them	0.0
𓎛𓆰𓈖𓏌𓅱𓏊	V28,M2,N35,W24,G43,W22	Hnw	jar, bowl, chattels, possessions, goods	0.0
𓎛𓆰𓈖𓅱𓎺	V28,M2,N35,G43,W10	Hnw	bowl	0.0
𓎛𓌼𓈖𓏌𓅱𓏋	V28,U8,N35,W24,G43,W23	Hnw	jar	0.0
𓎛𓆰𓈖𓏌𓅱𓏛𓏥	V28,M2,N35,W24,G43,Y1,Z2	Hnw	goods, chattels, possessions	0.0
𓎛𓏌𓏏𓆗	V28,W24,X1,I12	Hnwt	mistress	0.0
𓎛𓏌𓏏𓁐	V28,W24,X1,B1	Hnwt	mistress	0.0
𓎛𓈖𓏌𓏏𓁐	V28,N35,W24,X1,B1	Hnwt	mistress	0.0
𓎛𓈖𓏌𓏏	V28,M3D,N35,W24,X1,O120	Hnwt	horn	0.0
𓎛𓆰𓈖𓄏	V28,M2,N35,F16	Hnwt	horn	0.0
𓎛𓌼𓈖𓏌𓅱	V28,U8,N35,W24,G43,P60C	Hnw	barque of Sokar	0.0
𓎛𓆰𓈖𓏌𓏲𓇋𓇋	V28,M2,N35,W24,Z7,M17,M17,P114	Hnw	barque of Sokar	0.0
𓎛𓆰𓈖𓏌𓏲𓄹𓏥	V28,M2,N35,W24,Z7,F51,Z2	Hnw	ribs	0.0
𓎛𓈖𓃀𓏲𓂡	V28,N35,D58,Z7,D40	Hnb	convey (land)	0.0
𓎛𓆰𓈖𓃀𓏏𓈇𓏥	V28,M2,N35,D58,X1,N23,Z2	Hnbwt	confines (of district)	0.0
𓎛𓆰𓈖𓅓𓅓𓏏𓀀𓁐𓏥	V28,M2,N35,G17,G17,X1,A1,B1,Z2	Hnmmt	the sun-folk of Heliopolis, mankind	0.0
𓎛𓅓𓅓𓏏𓇶𓏥	V28,G17,G17,X1,N8,Z2	Hnmmt	the sun-folk of Heliopolis, mankind	0.0
𓎛𓈖𓌰𓅓𓌰𓅓𓂻	V28,N35,T34,G17,T34,G17,D54	Hnmnm	creep	0.0
𓎛𓈖𓈖𓌼𓏤	V28,N35,N35,U8,Z1	Hnn	hoe	0.0
𓎛𓆰𓈖𓈖𓆱	V28,M2,N35,N35,M3	Hnn	hoe	0.0
𓎛𓆰𓈖𓈖𓂸	V28,M2,N35,N35,D52	Hnn	penis, circumcised penis	0.0
𓎛𓆰𓈖𓈖𓂺𓄻	V28,M2,N35,N35,D53,F51B	Hnn	phallus, circumsized penis	0.0
𓎛𓆰𓈖𓎛𓆰𓈖𓂽	V28,M2,N35,V28,M2,N35,D55	HnHn	hinder, detain	0.0
𓎛𓆰𓈖𓎛𓂽	V28,M2,N35,V28,D55	HnHn	hinder, detain	0.0
𓎛𓆰𓈖𓆰𓈖𓂻	V28,M2,N35,M2,N35,D54	HnHn	hinder, detain	0.0
𓎛𓆰𓈖𓎛𓆰𓈖𓎨𓂻𓀀	V28,M2,N35,V28,M2,N35,V36,D54,A1	HnHn	dawdler ?, cripple ?	0.0
𓎛𓆰𓈖𓆰𓈖𓏏𓆇	V28,M2,N35,M2,N35,X1,H8	HnHnt	swelling	0.0
𓎛𓆰𓈖𓎼𓎼𓄹	V28,M2,N35,W11,W11,F51	Hngg	tonsils ?, salivary glands ?	0.0
𓎛𓆰𓈖𓋴𓅪	V28,M2,N35,S29,G37	Hns	narrow, constricted	0.0
𓎛𓆰𓈖𓋴𓈐𓅪	V28,M2,N35,S29,N31,G37	Hns	constricted	0.0
𓎛𓈖𓋴𓄣𓏤	V28,N35,S29,F34,Z1	Hns  ib	meanness	0.0
𓎛𓆰𓈖𓋴𓅪𓄣𓏤	V28,M2,N35,S29,G37,F34,Z1	Hns  ib	meanness	0.0
𓎛𓆰𓋴𓂝𓏤	V28,M2,S29,D36,Z1	Hns  a	mean, ungenerous	0.0
𓎛𓎺𓈖𓊃𓎡𓍢𓂡	V28,W10,N35,O34,V31,V1,D40	Hnsk	tie up ?	0.0
𓎛𓆰𓈖𓊃𓎡𓏏𓁸	V28,M2,N35,O34,V31,X1,D3	Hnskt	braided lock (of hair)	0.0
𓎛𓆰𓈖𓊃𓎡𓏏	V28,M2,N35,O34,V31,X1,D156	Hnskt	braided lock (of hair)	0.0
𓎛𓆰𓈖𓊃𓎡𓅂𓏥	V28,M2,N35,O34,V31,G4,D156,D156,D156,Z2	Hnsktyw	wearers of the side-lock (of hair)	0.0
𓎛𓆰𓈖𓋴𓎡𓇋𓇋𓅂𓁸𓀭𓏪	V28,M2,N35,S29,V31,M17,M17,G4,D3,A40,Z3	Hnsktyw	wearers of the side-lock (of hair)	0.0
𓎛𓆰𓈖𓊃𓎡𓇋𓇋𓏏𓁸	V28,M2,N35,O34,V31,M17,M17,X1,D3	Hnskyt	she who has braided hair	0.0
𓎛𓈖𓎡𓂠	V28,N35,V31,D39	Hnk	to present (someone), offer (something), make offering, be burdened	0.0
𓎛𓆰𓈖𓎡𓂠	V28,M2,N35,V31,D39	Hnk	make offering (to)	0.0
𓎛𓈖𓎡𓏏𓂠𓏌𓏌𓏌	V28,N35,V31,X1,D39,W24,W24,W24	Hnkt	offerings	0.0
𓎛𓆰𓈖𓎡𓏲𓂠𓏤	V28,M2,N35,V31,Z7,D39,Z1	Hnkw	(diplomatic) gifts	0.0
𓎛𓆰𓈖𓎡𓇋𓇋𓏏𓂢𓋳	V28,M2,N35,V31,M17,M17,X1,D41,S28	Hnkyt	bed, bier	0.0
𓎛𓆰𓈖𓎡𓇋𓇋𓏏𓂠𓉐𓏥	V28,M2,N35,V31,M17,M17,X1,D39,O1,Z2	Hnkyt	bed	0.0
𓎛𓈖𓎡𓏏𓋳	V28,N35,V31,X1,S28	Hnkyt	bed	0.0
𓎛𓆰𓈖𓎡𓅱𓂠	V28,M2,N35,V31,G43,D39	Hnkw	scale-pan (of a balance)	0.0
𓎛𓆰𓈖𓎡𓅱𓎝	V28,M2,N35,V31,G43,V29	Hnkw	scale-pan (of balance)	0.0
𓎛𓆰𓈖𓎡𓅱	V28,M2,N35,V31,G43,U91	Hnkw	scale-pan (of balance)	0.0
𓎛𓆰𓈖𓏏𓏭𓎨𓀜	V28,M2,N35,X1,Z4,V36,A24	Hnty	be covetous, greedy	0.0
𓎛𓎨𓋔𓏏𓆊	V28,V36,S3,X1,I3	Hnty	be covetous, greedy	0.0
𓎛𓆰𓈖𓏏𓀜	V28,M2,N35,X1,A24	Hnty	be covetous, greedy	0.0
𓎛𓆰𓈖𓏏𓆊𓀜	V28,M2,N35,X1,I3,A24	Hnty	be covetous, greedy	0.0
𓎛𓆰𓈖𓏏𓆊	V28,M2,N35,X1,I3	Hnt	greed	0.0
𓎛𓆰𓏏	V28,M2,X1	Hnt	greed	0.0
𓎛𓆰𓈖𓏏𓍔𓄿𓅪	V28,M2,N35,X1,U30,G1,G37	HntA	be in need	0.0
𓎛𓆰𓈖𓏏𓄿𓄛𓏤	V28,M2,N35,X1,G1,F27,Z1	HntA	porcupine ?	0.0
𓎛𓆰𓈖𓏏𓏭𓄛	V28,M2,N35,X1,Z4,F27	Hnti	porcupine ?	0.0
𓎛𓆰𓈖𓏏𓍔𓄿𓇓𓅱𓆈	V28,M2,N35,X1,U30,G1,M23,G43,I1	HntAsw	lizard	0.0
𓎛𓈖𓏏𓍔𓇋𓇋𓂡	V28,N35,X1,U30,M17,M17,D40	Hnty	(foreign) commander, equerry (of foreign prince)	0.0
𓎛𓈖𓏏𓅱𓇋𓇋	V28,N35,X1,G43,M17,M17	Hnty	(foreign) commander	0.0
𓎛𓆰𓈖𓍘𓇋𓇋𓏯	V28,M2,N35,U33,M17,M17,Z5	Hnty	equerry (of foreign prince)	0.0
𓎛𓆰𓈖𓏏𓄿𓄹	V28,M2,N35,X1,G1,F51	HntA	breastbone	0.0
𓎛𓁷𓂋𓈐	V28,D2,D21,N31	Hr	distant	0.0
𓎛𓁷𓂋𓈐	V28,D2,D21,N31	Hr	be far (from)	0.0
𓎛𓁷𓂋𓀜	V28,D2,D21,J19,A24	Hr	terror, dread	0.0
𓎛𓁷𓂋𓏏𓀜𓏪	V28,D2,D21,X1,A24,Z3	Hryt	terror, dread, respect	0.0
𓎛𓁷𓂋𓏏𓀜𓏪	V28,D2,D21,X1,J19,A24,Z3	Hryt	terror, dread, respect	0.0
𓎛𓂋𓊪𓈙𓀭	V28,D21,Q3,N37,A40	Hapy	Nile	0.0
𓎛𓎛𓏭𓂻	V28,V28,Z4,D54	HHy	seek, search for, be missing	0.0
𓎛𓎛𓂻	V28,V28,D54	HHy	seek, search for, be missing (from)	0.0
𓎛𓎛𓀙𓀜	V28,V28,A21,A24	HH	breaking the force ? (of a wave in wreck)	0.0
𓎛𓎿𓋴𓏏𓏌	V28,W14,S29,X1,W24	Hst	water jar	0.0
𓎛𓎿𓊃𓀁	V28,W14,O34,A2	Hsi	favour / praise (someone)	0.0
𓎛𓎿𓊃𓏏𓀁	V28,W14,O34,X1,A2	Hst	favour, praise	0.0
𓎛𓎿𓊃𓏏𓏛	V28,W14,O34,X1,Y1	Hst	praise	0.0
